fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference
5537,859350,Aces of the Luftwaffe - Squadron,2018-07-24,"Action, Indie","Co-op, Multiplayer, Difficult, Local Co-Op, Local Multiplayer, Shooter, Story Rich, Action",1499,14.99,$10-14.99,5,123,"20,000 - 50,000",35000,-3.2484,52.8,44.4,low,0,0
5538,521620,Alchemist Adventure,2021-06-10,"Action, Adventure, Indie","Co-op, Open World, War, Hack and Slash, Atmospheric, Resource Management, Strategy, Character Customization",1499,14.99,$10-14.99,6,110,"20,000 - 50,000",35000,-3.0034,52.8,45.69,low,0,0
5539,1395760,Reshaping Mars,2023-03-30,"Indie, Simulation, Strategy","Building, Base Building, Colony Sim, Management, City Builder, Simulation, Resource Management, Strategy",999,9.99,$5-9.99,8,812,"50,000 - 100,000",75000,-1.5486,52.79,53.33,medium,0,0
5540,1030000,Neko Neko Rampage,,"Action, Casual, Indie","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Funny, Local Multiplayer, 4 Player Local, Comedy",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.79,26.39,low,0,0
5541,1151980,Magnet Fishing Simulator,,"Adventure, Casual, Indie, Simulation","Sandbox, Open World, Building, Crafting, FPS, First-Person, Simulation, Atmospheric",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.79,26.39,low,0,0
5542,1074500,Cranked Up,2021-07-13,"Adventure, Indie","Difficult, Replay Value, Funny, Competitive, Local Multiplayer, 4 Player Local, Atmospheric, Comedy",999,9.99,$5-9.99,7,38,"0 - 20,000",10000,-3.3922,52.79,43.64,low,0,0
5543,1150760,Gloomwood,2022-09-05,"Action, Early Access, Indie","Survival Horror, FPS, First-Person, Atmospheric, Lovecraftian, Physics, Resource Management, Shooter",1999,19.99,$15-19.99,9,5615,"200,000 - 500,000",350000,-0.2095,52.79,60.37,high,0,0
5544,1586830,Toy Tinker Simulator: BETA,2021-05-21,"Casual, Free To Play, Indie, Simulation","Sandbox, Building, Crafting, Funny, FPS, First-Person, Management, Simulation",0,0.0,free,8,365,"0 - 20,000",10000,-2.3193,52.78,49.27,low,0,0
5545,888810,Wetwork,2018-07-27,"Action, Adventure, Early Access, Indie","Difficult, Replay Value, Gore, First-Person, Tactical, Violent, Action, Singleplayer",999,9.99,$5-9.99,4,15,"0 - 20,000",10000,-4.5582,52.78,37.5,low,0,0
5546,785880,OVERWHELM,2018-06-11,"Action, Indie","Great Soundtrack, Difficult, Fast-Paced, Horror, Violent, Souls-like, Action, Perma Death",999,9.99,$5-9.99,8,227,"20,000 - 50,000",35000,-2.1817,52.77,49.99,low,0,0
5547,1742610,Spirits of the Hellements - TD,2022-04-28,Strategy,"Sandbox, Difficult, Base Building, Replay Value, Tactical, Strategy, Action, Singleplayer",1199,11.99,$10-14.99,8,321,"0 - 20,000",10000,-2.3644,52.77,49.03,low,0,0
5548,2691790,Bubble Chicken Farm,2024-06-20,"Adventure, Early Access, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multiplayer, Sandbox, Open World Survival Craft, Survival, Crafting, Farming Sim, Agriculture, Resource Management",899,8.99,$5-9.99,7,11,"0 - 20,000",10000,-3.8075,52.77,41.44,low,0,0
5549,2626180,Haunted House Builder,2023-10-25,"Indie, Simulation","Sandbox, Building, Crafting, First-Person, Management, Simulation, Horror, Atmospheric",999,9.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,52.77,28.42,low,0,0
5550,1050580,Adventure In Aellion,2020-08-26,"Action, Adventure, Early Access, Indie, RPG","Co-op, Online Co-Op, Multiplayer, Open World, Local Co-Op, Atmospheric, Story Rich, Action",499,4.99,$0.01-4.99,5,24,"0 - 20,000",10000,-4.117,52.77,39.82,low,0,0
5551,2847390,Escape Island,2024-05-20,"Action, Adventure, Early Access, Indie","Open World Survival Craft, Building, Survival, Crafting, Survival Horror, First-Person, Atmospheric, Realistic",699,6.99,$5-9.99,0,8,"0 - 20,000",10000,-5.8971,52.76,30.45,low,0,0
5552,2246550,Interkosmos 2000,2023-02-16,"Adventure, Indie, Simulation","Funny, First-Person, Simulation, Atmospheric, Comedy, Physics, Story Rich, Singleplayer",1999,19.99,$15-19.99,5,28,"20,000 - 50,000",35000,-3.7603,52.76,41.69,low,0,0
5553,1887490,Dymension:Scary Horror Survival Shooter,2022-03-03,"Action, Adventure, Indie","Multiplayer, Survival Horror, FPS, First-Person, Horror, Violent, Psychological Horror, Shooter",149,1.49,$0.01-4.99,4,17,"20,000 - 50,000",35000,-4.2124,52.76,39.31,low,0,0
5554,2963640,Eldercraft: Mountaineers,,"Adventure, Early Access, Indie, RPG","Sandbox, Open World, Building, Survival, Crafting, First-Person, Resource Management, Singleplayer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.76,26.38,low,0,0
5555,709720,YAGZZ!,2017-09-25,"Action, Casual","Great Soundtrack, Difficult, Funny, Classic, Short, Atmospheric, Action, Singleplayer",99,0.99,$0.01-4.99,5,23,"0 - 20,000",10000,-4.1313,52.76,39.73,low,0,0
5556,203510,Fortune Summoners,2012-01-30,"Action, Indie, RPG","Great Soundtrack, Difficult, Funny, Action, Singleplayer, RPG, Metroidvania, Indie",1999,19.99,$15-19.99,8,848,"100,000 - 200,000",150000,-1.365,52.76,54.28,medium,0,0
5557,1171870,魂之大陆 Soultia,2019-11-01,"Action, Adventure, Casual, Early Access, Indie, RPG","Multiplayer, Sandbox, Open World, Building, Survival, First-Person, Voxel, Action",599,5.99,$5-9.99,7,11,"0 - 20,000",10000,-3.8075,52.76,41.44,low,0,0
5558,1012840,Moons of Madness,2019-10-22,Adventure,"Survival, First-Person, Horror, Atmospheric, Lovecraftian, Psychological Horror, Singleplayer, Sci-fi",749,7.49,$5-9.99,6,2612,"100,000 - 200,000",150000,-1.5369,52.76,53.38,medium,0,0
5559,951410,The Tale of Greenbrier,,"Action, Adventure","Open World, Difficult, Crafting, Atmospheric, Story Rich, Action, Singleplayer, RPG",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.75,26.38,low,0,0
5560,572890,Pikuniku,2019-01-24,"Action, Adventure, Casual, Indie","Co-op, Great Soundtrack, Multiplayer, Local Co-Op, Funny, Comedy, Action, Singleplayer",324,3.24,$0.01-4.99,9,9273,"500,000 - 1,000,000",750000,0.1524,52.75,62.25,high,0,0
5561,1281170,Pro Strategy Football 2021,2020-09-07,"Indie, Simulation, Sports, Strategy","Multiplayer, Moddable, Management, Simulation, Strategy, Historical, Character Customization, Isometric",1399,13.99,$10-14.99,8,110,"20,000 - 50,000",35000,-2.4353,52.74,48.64,low,0,0
5562,755980,DEPLOYMENT,2018-04-10,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Sports, Strategy","Multiplayer, Massively Multiplayer, Funny, Atmospheric, Comedy, Dark Humor, Strategy, Action",2999,29.99,$20-29.99,8,771,"50,000 - 100,000",75000,-1.5669,52.74,53.21,medium,0,0
5563,2841770,Phantom Squad,,Action,"Co-op, Online Co-Op, Multiplayer, Team-Based, Tactical, Violent, Military, Shooter",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.74,26.37,low,0,0
5564,1388580,Blooming Business: Casino,2023-05-23,"Indie, Simulation, Strategy","Sandbox, Building, Funny, Management, City Builder, Simulation, Resource Management, Strategy",1999,19.99,$15-19.99,6,213,"0 - 20,000",10000,-3.0764,52.74,45.27,low,0,0
5565,921780,The Dark Occult,2018-09-25,"Action, Adventure, Indie","Difficult, Gore, First-Person, Horror, Violent, Psychological Horror, Action, Singleplayer",1499,14.99,$10-14.99,5,1168,"100,000 - 200,000",150000,-2.1044,52.74,50.38,medium,0,0
5566,2697710,Flappy Box,2024-02-28,"Adventure, Casual, Indie, Simulation","Sandbox, Open World, Building, First-Person, Simulation, Atmospheric, Realistic, Singleplayer",2499,24.99,$20-29.99,0,1,"0 - 20,000",10000,-6.427,52.74,27.65,low,0,0
5567,473770,BallisticNG,2018-12-14,"Action, Indie, Racing","Multiplayer, Moddable, Fast-Paced, Atmospheric, Level Editor, Split Screen, Action, Singleplayer",1499,14.99,$10-14.99,8,3142,"200,000 - 500,000",350000,-0.698,52.74,57.78,medium,0,0
5568,1625630,AB AETERNO,,"Action, Adventure, Early Access, Indie, RPG, Simulation","Survival, Crafting, Gore, First-Person, Simulation, Atmospheric, Souls-like, Realistic",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.74,26.37,low,0,0
5569,987950,eBall,2019-05-21,"Action, Casual, Indie, Massively Multiplayer","Multiplayer, Difficult, Massively Multiplayer, Gore, Competitive, FPS, First-Person, Fast-Paced",499,4.99,$0.01-4.99,6,110,"0 - 20,000",10000,-3.3077,52.74,44.06,low,0,0
5570,1903320,G.E.T.,,"Action, Adventure, Indie, Simulation","Co-op, Multiplayer, Open World, Survival, Base Building, Crafting, Simulation, Resource Management",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.73,26.36,low,0,0
5571,1783930,Civatlas,2023-05-01,"Casual, Early Access, Indie, Simulation, Strategy","Sandbox, Building, Colony Sim, Management, City Builder, Farming Sim, Agriculture, Resource Management",1999,19.99,$15-19.99,4,10,"0 - 20,000",10000,-4.6902,52.73,36.78,low,0,0
5572,1337920,Serial Cleaners,2022-09-22,"Action, Adventure, Indie, Simulation, Strategy","Gore, Blood, Simulation, Tactical, Comedy, Dark Humor, Strategy, Action",2499,24.99,$20-29.99,6,386,"20,000 - 50,000",35000,-2.5633,52.73,47.96,low,0,0
5573,2158220,Glitched? or Programmed that Way?,,"Action, Adventure, Early Access, Indie, Simulation","Online Co-Op, Multiplayer, Difficult, Survival, Psychological Horror, Physics, Souls-like, Character Customization",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.73,26.36,low,0,0
5574,564050,Bud Spencer & Terence Hill - Slaps And Beans,2018-04-20,"Action, Adventure, Indie","Co-op, Multiplayer, Local Co-Op, Comedy, Action, Singleplayer, Early Access, Adventure",1499,14.99,$10-14.99,8,1831,"50,000 - 100,000",75000,-1.2624,52.73,54.8,medium,0,0
5575,963910,They That Feast,2018-12-28,"Action, Adventure, Indie","Gore, Survival Horror, First-Person, Horror, Atmospheric, Lovecraftian, Violent, Psychological Horror",0,0.0,free,5,40,"0 - 20,000",10000,-3.9427,52.73,40.71,low,0,0
5576,2257640,Virtual Chemistry Lab,2023-02-27,"Early Access, Indie, Simulation","Sandbox, Crafting, First-Person, Simulation, Physics, Realistic, Singleplayer, Early Access",1999,19.99,$15-19.99,0,0,"0 - 20,000",10000,-6.6712,52.73,26.36,low,0,0
5577,2978540,Gaming Cafe Simulator,2024-10-02,"Early Access, Simulation","Sandbox, Replay Value, First-Person, Management, Simulation, Resource Management, Realistic, Economy",1399,13.99,$10-14.99,8,72,"0 - 20,000",10000,-2.8873,52.73,46.26,low,0,0
5578,2228710,Where is Billy?,,"Action, Casual, Indie","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Team-Based, Funny, Local Multiplayer, Party Game",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.73,26.36,low,0,0
5579,1663870,VALAKAS: Immortal,2021-06-25,Action,"Difficult, Gore, Funny, Blood, Fast-Paced, Comedy, Violent, Shooter",99,0.99,$0.01-4.99,0,7,"20,000 - 50,000",35000,-5.6342,52.72,31.81,low,0,0
5580,348360,Doodle God,2015-09-24,"Casual, Indie, Simulation","Sandbox, Open World, Memes, Crafting, Funny, Simulation, Violent, Singleplayer",1499,14.99,$10-14.99,6,1291,"100,000 - 200,000",150000,-1.7851,52.72,52.05,medium,0,0
5581,2921410,Havoc Horizons,,"Action, Indie, Strategy","Multiplayer, FPS, First-Person, Management, War, Violent, Military, Strategy",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.72,26.36,low,0,0
5582,333660,Towers of Altrac - Epic Defense Battles,2015-01-05,"Action, Indie, Strategy","Co-op, Multiplayer, Sandbox, Survival, First-Person, Strategy, Action, Singleplayer",299,2.99,$0.01-4.99,5,123,"20,000 - 50,000",35000,-3.2484,52.72,44.36,low,0,0
5583,1154080,Rugby League Team Manager 3,2020-05-28,"Simulation, Sports","Management, Simulation, Tactical, Atmospheric, Souls-like, Strategy, Character Customization, Action",3999,39.99,$30-39.99,6,75,"0 - 20,000",10000,-3.4412,52.72,43.34,low,0,0
5584,1298010,Tactical Combat Department,2022-04-28,"Action, Indie, Simulation, Strategy","Gore, Simulation, Tactical, Violent, Turn-Based, Military, Strategy, Realistic",1499,14.99,$10-14.99,5,97,"20,000 - 50,000",35000,-3.3313,52.72,43.92,low,0,0
5585,3249580,Yakiniku Party Survival,2024-10-17,"Casual, Indie, Simulation","Co-op, Online Co-Op, Multiplayer, Survival, Management, Simulation, Physics, Resource Management",239,2.39,$0.01-4.99,0,7,"0 - 20,000",10000,-5.9385,52.71,30.21,low,0,0
5586,960690,One Step From Eden,2020-03-26,"Action, Adventure, Indie, Strategy","Difficult, Local Co-Op, Replay Value, Hack and Slash, Roguelite, Strategy, Roguelike, Action",1999,19.99,$15-19.99,8,7292,"200,000 - 500,000",350000,-0.4014,52.71,59.32,high,0,0
5587,1959340,Join the Law,,"Action, Adventure, Early Access, Indie","Multiplayer, Gore, Team-Based, FPS, First-Person, Tactical, Violent, Strategy",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.71,26.36,low,0,0
5588,606140,Survived By,2018-12-05,"Action, Early Access, Free To Play, Indie, Massively Multiplayer, RPG","Co-op, Multiplayer, Massively Multiplayer, Survival, Free to Play, Roguelike, Action, Perma Death",0,0.0,free,5,1248,"200,000 - 500,000",350000,-1.8752,52.71,51.57,medium,0,0
5589,384310,Dead In Bermuda,2015-08-27,"Adventure, Indie, RPG, Simulation, Strategy","Survival, Crafting, Management, Simulation, Turn-Based, Resource Management, Strategy, Singleplayer",1499,14.99,$10-14.99,6,548,"20,000 - 50,000",35000,-2.4401,52.71,48.6,medium,0,0
5590,1456080,Abyss Delvers,,"Action, Adventure, Indie, Massively Multiplayer, RPG","Co-op, Online Co-Op, Multiplayer, Massively Multiplayer, Hack and Slash, Dungeon Crawler, Action, Procedural Generation",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.71,26.36,low,0,0
5591,2178920,Memories of planet,,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Hack and Slash, Atmospheric, Roguelite, Post-apocalyptic, Action",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.71,26.36,low,0,0
5592,1061090,Jump King,2019-05-03,"Action, Adventure, Indie","Difficult, Funny, Horror, Atmospheric, Psychological Horror, Souls-like, Dark Humor, Action",1299,12.99,$10-14.99,8,11450,"500,000 - 1,000,000",750000,-0.0573,52.7,61.13,high,0,0
5593,2394410,Plunder Masters,,"Action, Indie, Simulation, Strategy","Co-op, Sandbox, Funny, Simulation, Tactical, Violent, Strategy, RTS",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.7,26.35,low,0,0
5594,777390,Flyout,2023-11-17,"Early Access, Indie, Simulation","Sandbox, Building, Simulation, Psychological Horror, Physics, Military, Realistic, Procedural Generation",1999,19.99,$15-19.99,8,1428,"20,000 - 50,000",35000,-1.535,52.7,53.36,medium,0,0
5595,653210,Prisoner,2017-07-17,"Adventure, Indie","Great Soundtrack, Difficult, Survival, Replay Value, Atmospheric, Roguelite, Roguelike, Perma Death",299,2.99,$0.01-4.99,5,38,"0 - 20,000",10000,-3.9603,52.7,40.6,low,0,0
5596,882140,Reentry - A Space Flight Simulator,2018-11-15,"Adventure, Early Access, Indie, Simulation, Strategy","Open World, Difficult, Simulation, Atmospheric, Physics, Military, Realistic, Historical",2999,29.99,$20-29.99,9,722,"100,000 - 200,000",150000,-1.1376,52.7,55.45,medium,0,0
5597,1354260,Brave Escape,,"Action, Adventure, Indie","Co-op, Online Co-Op, Multiplayer, Local Co-Op, Local Multiplayer, Atmospheric, Action, Adventure",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.7,26.35,low,0,0
5598,1165530,Offroad Truck Simulator: Heavy Duty Challenge®,2023-09-14,"Adventure, Indie, Racing, Simulation, Sports","Sandbox, Open World, First-Person, Simulation, Atmospheric, Physics, Realistic, Singleplayer",2999,29.99,$20-29.99,5,163,"0 - 20,000",10000,-3.4542,52.7,43.27,low,0,0
5599,2701060,Deep Despair 3,,"Action, Adventure, Casual, Early Access, Indie, RPG, Simulation","Sandbox, Open World, Building, Survival, Crafting, Simulation, Farming Sim, Souls-like",0,0.0,free,7,15,"0 - 20,000",10000,-3.7062,52.7,41.94,low,0,0
5600,253610,Wrack,2014-09-30,"Action, Indie","Great Soundtrack, Moddable, Gore, FPS, First-Person, Fast-Paced, Level Editor, Shooter",999,9.99,$5-9.99,5,584,"50,000 - 100,000",75000,-2.5167,52.7,48.19,medium,0,0
5601,414720,Astrox: Hostile Space Excavation,2015-11-30,"Adventure, Indie, Simulation","Sandbox, Open World, Crafting, Simulation, Atmospheric, Procedural Generation, Singleplayer, Space Sim",999,9.99,$5-9.99,8,447,"20,000 - 50,000",35000,-1.9437,52.69,51.2,low,0,0
5602,1971770,Wandering in Space VR,2023-06-19,"Action, Early Access, Indie","Survival, Gore, Survival Horror, FPS, First-Person, Horror, Roguelite, Shooter",1499,14.99,$10-14.99,8,206,"50,000 - 100,000",75000,-2.0306,52.69,50.75,low,0,0
5603,975470,Silver Chains,2019-08-06,"Adventure, Indie","Multiplayer, Survival, Gore, First-Person, Horror, Atmospheric, Psychological Horror, Story Rich",124,1.24,$0.01-4.99,6,1075,"100,000 - 200,000",150000,-1.8495,52.69,51.7,medium,0,0
5604,916100,Telefrag VR,2019-07-19,"Action, Indie","Multiplayer, FPS, First-Person, Fast-Paced, Violent, Shooter, Mature, Action",1699,16.99,$15-19.99,5,100,"0 - 20,000",10000,-3.625,52.69,42.36,low,0,0
5605,1451480,The Greatest Penguin Heist of All Time,2021-07-02,"Action, Adventure, Early Access, Indie","Co-op, Online Co-Op, Multiplayer, Sandbox, Funny, Comedy, Physics, Character Customization",974,9.74,$5-9.99,8,2448,"50,000 - 100,000",75000,-1.1601,52.69,55.32,medium,0,0
5606,258590,Adventure Time: Finn and Jake's Epic Quest,2014-04-11,"Action, Adventure","Multiplayer, Open World, Funny, Comedy, Souls-like, Action, Singleplayer, RPG",999,9.99,$5-9.99,6,501,"50,000 - 100,000",75000,-2.2865,52.69,49.4,medium,0,0
5607,2485430,Bullets & Brains,,"Action, Indie","Co-op, Online Co-Op, Multiplayer, Survival, Local Co-Op, Team-Based, Local Multiplayer, Post-apocalyptic",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.69,26.34,low,0,0
5608,2401540,One Last Tale,,"Casual, Early Access, Indie, Simulation, Strategy","Co-op, Online Co-Op, Multiplayer, Open World, Survival, Simulation, Strategy, Early Access",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.68,26.34,low,0,0
5609,1284860,ER Pandemic Simulator,,"Action, Adventure, Indie, Simulation","Survival, Gore, First-Person, Management, Blood, Simulation, Atmospheric, Resource Management",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.68,26.34,low,0,0
5610,886200,EndCycle VS,2022-04-20,"Action, Indie","Co-op, Local Co-Op, Comedy, Roguelite, Strategy, Roguelike, Character Customization, Action",2999,29.99,$20-29.99,8,98,"0 - 20,000",10000,-2.7799,52.68,46.8,low,0,0
5611,1397300,Kyma,2021-03-25,"Casual, Early Access, Indie, RPG, Simulation","Sandbox, Open World, Building, Crafting, Funny, Simulation, Farming Sim, Dating Sim",999,9.99,$5-9.99,0,3,"0 - 20,000",10000,-6.1828,52.67,28.9,low,0,0
5612,1739520,Nysunder,,"Action, Adventure, Early Access, Indie, RPG, Simulation","Open World, Survival, Base Building, FPS, First-Person, Tactical, Roguelite, Military",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.67,26.34,low,0,0
5613,1106700,Janga,,"Action, Casual, Indie, Simulation","Great Soundtrack, Sandbox, Open World, Open World Survival Craft, Building, Base Building, FPS, First-Person",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.67,26.34,low,0,0
5614,2903710,Lost Lullabies: The Orphanage Chronicles,,"Action, Adventure, Early Access, Indie","Co-op, Online Co-Op, Multiplayer, Survival Horror, First-Person, Horror, Psychological Horror, Action",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.66,26.33,low,0,0
5615,758370,Through the Ages,2018-03-26,"Indie, Strategy","Multiplayer, Replay Value, Competitive, Simulation, Tactical, Turn-Based, Resource Management, Strategy",1599,15.99,$15-19.99,8,2106,"200,000 - 500,000",350000,-0.8389,52.66,57.0,medium,0,0
5616,853480,Pestis,2018-05-10,"Indie, Simulation","Open World, Survival, Crafting, Simulation, Horror, Historical, Perma Death, Mythology",2499,24.99,$20-29.99,6,105,"0 - 20,000",10000,-3.324,52.66,43.93,low,0,0
5617,367040,InsanZ - Retro Survival Horror,2015-04-27,"Action, Indie","Memes, Survival, Survival Horror, FPS, First-Person, Horror, Atmospheric, Psychological Horror",699,6.99,$5-9.99,4,10,"0 - 20,000",10000,-4.6902,52.66,36.75,low,0,0
5618,668900,Murder Miners X,,"Action, Early Access","Online Co-Op, Building, Base Building, FPS, First-Person, 4 Player Local, Split Screen, Destruction",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,52.66,26.33,low,0,0
5619,1218500,Galactic Mining Corp,2021-05-18,"Action, Adventure, Indie, Simulation","Building, Base Building, Crafting, Management, Simulation, Roguelite, Roguelike, Action",1299,12.99,$10-14.99,8,896,"200,000 - 500,000",350000,-1.1398,52.66,55.41,medium,0,0
5620,2266700,Abhorrent Light,2023-12-24,"Action, Indie","Co-op, Online Co-Op, Gore, FPS, First-Person, Hack and Slash, Horror, Violent",499,4.99,$0.01-4.99,0,5,"50,000 - 100,000",75000,-5.5504,52.66,32.22,low,0,0
